name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
Quiet Room in 4BR UWS Brownstone,10677483,Greg,Manhattan,Upper West Side,40.80173,-73.96625,Private room,70,1,0,,,1,0
Sunny 1BR in the East Village center,1002840,Vladimir,Manhattan,East Village,40.72669,-73.98275,Entire home/apt,145,5,63,6/24/2019,1.24,1,242
Private room available in Dumbo Brooklyn,26867230,Kayla,Brooklyn,Fort Greene,40.69605,-73.98207,Private room,45,1,3,7/15/2016,0.08,2,0
"Cozy, Convenient, Clean & Colorful!",23909946,Robin Laverne,Brooklyn,Bushwick,40.68755,-73.91856,Private room,60,2,77,6/19/2019,1.56,3,28
Upper West Nest,12879620,Neda,Manhattan,Upper West Side,40.79148,-73.97828,Entire home/apt,158,100,2,8/1/2018,0.04,1,290
private room,26877037,Catherine,Brooklyn,Sheepshead Bay,40.60059,-73.95899,Private room,139,1,3,10/14/2015,0.06,2,0
Large Size Room Next to Subway,26877931,Nikki,Brooklyn,Bedford-Stuyvesant,40.69467,-73.9501,Private room,45,5,20,10/23/2017,0.38,1,52
Furnished studioB UES (30 days MIN),23772724,Elem,Manhattan,Upper East Side,40.77339,-73.95421,Entire home/apt,99,30,13,5/25/2019,0.26,15,333
Sunny 1bedroom with yard ,26899122,Katherine,Brooklyn,South Slope,40.66437,-73.98353,Entire home/apt,85,3,1,9/1/2015,0.02,1,0
Soothing Place in the City,24052348,Tara,Manhattan,East Village,40.72042,-73.97998,Private room,85,10,14,4/3/2019,0.27,4,18
Vintage Jewel in Crown Heights,1238879,Kristen,Brooklyn,Crown Heights,40.67198,-73.93011,Entire home/apt,95,3,2,8/27/2015,0.04,1,0
"Spacious, Bright, & Modern Apt",81928,Evan,Brooklyn,Bedford-Stuyvesant,40.6856,-73.95332,Entire home/apt,150,3,45,12/24/2018,0.96,1,0
Comfy 1BD + Private Bath in Williamsburg,1242374,Erin & Brad,Brooklyn,Williamsburg,40.71495,-73.93997,Private room,96,3,82,6/16/2019,1.58,1,289
Bright 2BD in East Village,26942242,Alfred,Manhattan,East Village,40.7295,-73.98623,Entire home/apt,230,2,1,3/31/2015,0.02,1,0
Chic Apartment in Sunny Brownstone Building,8353665,Alexandra,Manhattan,Harlem,40.82227,-73.94878,Entire home/apt,150,4,4,5/15/2019,0.07,1,33
"Central 1 bdrm, W/D, roof deck",26958002,Justin,Manhattan,Kips Bay,40.74041,-73.98176,Entire home/apt,225,2,2,6/25/2015,0.04,1,0
Chez Louise sunny BK garden apt.,17448220,Louise,Brooklyn,Bedford-Stuyvesant,40.68383,-73.92226,Entire home/apt,130,3,138,6/18/2019,2.59,1,254
Large 1 Bedroom Apartment w/ Office in Greenpoint!,2265800,Sky,Brooklyn,Greenpoint,40.72862,-73.95495,Entire home/apt,116,1,0,,,1,0
Cozy East Harlem 1BD,26975156,Vanessa,Manhattan,East Harlem,40.80302,-73.93476,Entire home/apt,115,4,1,4/1/2015,0.02,1,0
North Brooklyn Experience.,25762289,Amar,Brooklyn,Greenpoint,40.72614,-73.94813,Entire home/apt,126,3,3,6/4/2019,0.06,1,110
Three-bedroom apartment in beautiful house,26564745,Lisa And Jessica,Brooklyn,Prospect-Lefferts Gardens,40.65649,-73.95854,Entire home/apt,174,5,17,1/3/2016,0.32,1,15
Great 1-bd apartment in Murray Hill,3510638,Eugene,Manhattan,Murray Hill,40.74479,-73.97573,Entire home/apt,149,5,13,5/20/2018,0.24,1,0
Luxury Upper East Side Studio Apt,26781249,Harman,Manhattan,Upper East Side,40.76802,-73.95653,Entire home/apt,150,4,10,5/29/2018,0.19,1,0
Feel at home,1220404,Tom,Brooklyn,East New York,40.66811,-73.89394,Entire home/apt,100,2,1,5/3/2016,0.03,2,292
Glorious Mornings Townhouse,2265022,K. Zovia,Staten Island,Mariners Harbor,40.62726,-74.1588,Entire home/apt,150,5,16,5/17/2019,0.33,1,299
"Extra Large Room in Huge, Serene Harlem Brownstone",27046912,Tara & Carl,Manhattan,Harlem,40.80669,-73.95655,Private room,89,4,56,6/20/2019,1.07,2,15
BRIGHT MODERN CLEAN townhouse 4 Bedroom 6 guests,1226742,Johnny,Brooklyn,Clinton Hill,40.68383,-73.96319,Entire home/apt,308,2,62,6/24/2019,2.01,2,294
Spacious room available in Brooklyn,27072226,Winona,Brooklyn,Crown Heights,40.66926,-73.93603,Private room,40,1,0,,,1,0
UES LRG 1BR SLEEPS 4~61ST~Gr8 value,2119276,Host,Manhattan,Upper East Side,40.76201,-73.96084,Entire home/apt,150,30,5,3/28/2018,0.11,39,228
".Safe, cozy & minutes to NYC",3339701,Angelo,Queens,Ditmars Steinway,40.77776,-73.91612,Private room,55,1,90,6/21/2019,1.72,4,310
"Cozy room awaits, best location, center of NYC",27081028,Norman,Manhattan,Midtown,40.759,-73.9701,Private room,55,1,16,5/18/2019,0.52,1,0
"Quiet, Cozy studio walk to Central Park",19034179,Jennifer,Manhattan,Upper East Side,40.76902,-73.95807,Entire home/apt,139,2,2,1/3/2017,0.07,1,0
Cosy style private bedroom with Queen bed,27084741,Paul,Queens,Woodside,40.74436,-73.91141,Private room,90,1,27,10/22/2018,0.55,2,365
Cozy 2bdr 1 block from Central Park,4655245,Douglas,Manhattan,East Harlem,40.79462,-73.94923,Entire home/apt,249,3,150,6/18/2019,2.91,1,159
"1BR, elevator, kitchen, doorman!",12762559,Jeremy,Manhattan,Upper East Side,40.78633,-73.95218,Entire home/apt,150,1,0,,,1,0
Warm and Inviting 1 Bedroom In Fort Greene,189275,Erika,Brooklyn,Fort Greene,40.69658,-73.97116,Entire home/apt,95,1,49,6/30/2019,6.77,1,40
Private modern BR & Bath in BK,1297675,Helena,Brooklyn,Prospect Heights,40.68093,-73.97182,Private room,135,2,79,6/19/2019,1.49,2,11
Cozy Greenpoint Private Room,675317,Elvira,Brooklyn,Greenpoint,40.73712,-73.95521,Private room,45,17,0,,,1,0
2 BEDROOM IN MIDTOWN EAST,27121854,Olga,Manhattan,Midtown,40.75239,-73.9707,Entire home/apt,289,10,169,1/2/2019,3.23,1,3
Eclectic Loft 20 min-> Union Sq! ,1884659,Brett,Brooklyn,Bushwick,40.70827,-73.92264,Entire home/apt,97,2,47,6/9/2019,0.88,2,345
Park Slope townhouse apartment,956379,David,Brooklyn,South Slope,40.66309,-73.98497,Entire home/apt,180,30,84,5/31/2019,1.7,1,204
Gem-like UES writer's studio,172672,Tara,Manhattan,Upper East Side,40.77828,-73.94768,Entire home/apt,75,30,32,5/6/2019,0.67,1,4
Large Penthouse in Williamsburg,9423379,Francois,Brooklyn,Williamsburg,40.71526,-73.95016,Entire home/apt,320,6,10,8/21/2018,0.2,1,0
"Stay in beautiful Carroll Gardens, Brooklyn!! 1BD",17129810,Jeffrey,Brooklyn,Red Hook,40.66541,-74.01407,Private room,60,5,66,11/2/2018,1.75,5,326
Beautiful big room in Carroll Gardens Brooklyn!!!,17129810,Jeffrey,Brooklyn,Columbia St,40.68173,-74.00366,Private room,60,3,118,7/7/2019,2.84,5,326
Large & Sunny Apt in Prime Location,5102579,Maggie,Brooklyn,Park Slope,40.68247,-73.97961,Entire home/apt,144,15,6,9/1/2016,0.11,1,0
"Sunny, Warm, Comfortable Room",3114551,Jules,Brooklyn,Bushwick,40.69888,-73.92081,Private room,40,14,0,,,1,0
Quiet Space Directly Off L Train,27181264,Jaclyn,Brooklyn,Williamsburg,40.71843,-73.95725,Private room,115,1,0,,,1,0
1 Bedroom in Luxury Wall street Apt,27181498,Ben,Manhattan,Financial District,40.70573,-74.00855,Shared room,75,1,0,,,1,0
Close to LGA/JFK & 15min to Midtown,419629,Nicky,Queens,Elmhurst,40.74125,-73.89035,Private room,47,2,2,2/23/2015,0.04,1,17
Private room in 3rd bedroom apt.,27212322,Krupa,Manhattan,Hell's Kitchen,40.75563,-73.99424,Private room,1450,1,0,,,1,0
"Williamsburg Gardens Flat, Large Room Private Bath",3605729,Drew,Brooklyn,Williamsburg,40.70709,-73.95191,Private room,100,3,19,5/5/2019,0.42,1,0
Urban Oasis for the Single Traveler,1519119,Jason,Manhattan,Washington Heights,40.8545,-73.93169,Shared room,50,1,0,,,1,89
2BR Prime West village~Sleeps 5,2119276,Host,Manhattan,West Village,40.73226,-74.00644,Entire home/apt,250,30,3,12/23/2015,0.06,39,365
"Spacious Luxury Condo-1 bedroom, NYC",1478146,Anne,Manhattan,Harlem,40.80177,-73.9571,Entire home/apt,115,8,9,10/15/2018,0.18,1,111
Large bedroom in East Village,17491348,Valentin,Manhattan,East Village,40.72878,-73.97747,Private room,60,7,1,5/15/2015,0.02,1,0
"Small, Comfortable Bedroom w/Private Bathrm for 2",27238076,Stephanie,Manhattan,Hell's Kitchen,40.76432,-73.98599,Private room,135,2,195,6/28/2019,3.69,1,241
Tiny Cozy Room in West Harlem!,4534649,L & A,Manhattan,Harlem,40.81617,-73.95371,Private room,50,2,170,6/23/2019,3.2,3,84
Excellent Midtown Location!,27053744,Antal,Manhattan,Midtown,40.76186,-73.97324,Entire home/apt,149,3,1,2/28/2015,0.02,1,0
Cozy Garden Flat.,27261471,Philmore,Brooklyn,Canarsie,40.64716,-73.89403,Entire home/apt,120,2,1,6/30/2019,1,2,140
Spacious East Village 1 Bedroom,14684238,Matthew,Manhattan,East Village,40.7249,-73.98852,Entire home/apt,150,5,22,6/19/2019,0.41,1,6
Spacious 1BR Bushwick Surfers Loft!,27263990,Lindsey,Brooklyn,Bushwick,40.69544,-73.93046,Entire home/apt,110,3,0,,,1,0
Beautiful room in Manhattan,10698270,Evgenia,Manhattan,Upper East Side,40.76578,-73.95509,Private room,95,1,21,2/9/2019,0.39,2,188
Cozy 1 Bdrm Greenpoint-Williamsburg,6155803,Barrie,Brooklyn,Greenpoint,40.72402,-73.95025,Entire home/apt,190,2,12,10/15/2017,0.29,1,0
Remsen Village Rental,27277459,Dawn,Brooklyn,East Flatbush,40.65491,-73.9222,Entire home/apt,139,4,77,6/26/2019,1.65,2,340
"Large, Furnished East Village Room",26732630,Bennett,Manhattan,East Village,40.72787,-73.98969,Private room,115,1,0,,,1,0
Master Bedroom available with en suite bathroom.,6960329,Edna,Manhattan,Upper West Side,40.77484,-73.98659,Private room,130,2,2,6/30/2019,0.94,1,150
NEW YORK CITY!!! LOCATION LOCATION!,6716330,Chris,Manhattan,Upper West Side,40.77311,-73.98606,Private room,125,3,124,6/24/2019,2.32,3,347
Fully Furnished Brownstone Bedroom,20114391,Lisa,Brooklyn,Fort Greene,40.68557,-73.97073,Private room,45,21,14,1/14/2019,0.27,2,48
"Cozy, Sunny, Clean UES Home in central location",27314977,Roza,Manhattan,Upper East Side,40.76771,-73.95844,Entire home/apt,110,4,8,12/20/2018,0.15,1,0
SUN FILLED 1BR in ARTSY FORT GREENE,8858347,Rob,Brooklyn,Fort Greene,40.68792,-73.97319,Entire home/apt,120,21,12,8/13/2018,0.22,1,22
Comfortable Crown Heights Room,6023360,Ali,Brooklyn,Crown Heights,40.67221,-73.95584,Private room,50,1,1,5/16/2015,0.02,1,0
Sleek Bushwick Loft,8627814,Alex,Brooklyn,Williamsburg,40.70629,-73.92884,Entire home/apt,100,2,3,4/13/2016,0.06,1,0
Cozy room in a newly renovated apt!,6900870,Harish,Brooklyn,Prospect Heights,40.67382,-73.96782,Private room,75,2,14,9/19/2016,0.27,1,0
Bohemian Studio Loft in Brooklyn,7503643,Vida,Brooklyn,Greenpoint,40.72546,-73.94046,Entire home/apt,129,30,7,6/1/2019,0.14,52,328
Large Bohemian Studio- Gramercy!,6339750,Gabrielle,Manhattan,Kips Bay,40.74084,-73.98008,Entire home/apt,196,5,66,7/2/2019,1.23,1,323
Mod. Apartment NYC w/ Outdoor Space,7181834,Juan,Manhattan,Chelsea,40.73861,-73.99482,Entire home/apt,400,1,0,,,1,0
Apt available - Best NYC Location,153675,Matteo,Manhattan,East Village,40.73279,-73.98746,Entire home/apt,140,12,1,9/1/2015,0.02,2,164
Quiet Cottage with Private Yard,15264295,Toby,Queens,Maspeth,40.73973,-73.90731,Private room,60,1,0,,,1,0
Big Williamsburg BR near the J train!,11483208,Claire,Brooklyn,Williamsburg,40.70903,-73.95936,Private room,55,1,4,4/24/2016,0.1,1,0
Beautiful Views from a Warm Home,2423067,Clara,Manhattan,East Harlem,40.79303,-73.93368,Entire home/apt,175,2,24,3/11/2019,0.56,2,0
Spacious Full 1 Bedroom Apartment,11601961,Amy,Brooklyn,Flatbush,40.64858,-73.96378,Entire home/apt,90,3,24,4/7/2019,0.45,1,29
Amazing Studio-EmpireStateBuilding,3866196,Guillaume,Manhattan,Midtown,40.7461,-73.98632,Entire home/apt,281,1,3,4/22/2016,0.07,1,0
"New York Brooklyn Midwood Area
PRIVATE ROOM",27371081,Igor,Brooklyn,Midwood,40.62636,-73.9627,Private room,50,2,21,4/21/2019,1.47,1,179
"A BETTA share -Low maintanence guests, e20's  NYC!",27376622,Eja,Manhattan,Gramercy,40.73765,-73.98366,Shared room,65,1,49,6/19/2019,0.93,1,353
Cozy Room,27379417,Dr.Sally,Queens,South Ozone Park,40.66788,-73.82419,Private room,85,1,243,4/30/2018,4.54,1,281
Sunny Room across CrotonaPark for Women Only Space,860636,Shawn(Ta),Bronx,Tremont,40.83875,-73.88728,Private room,38,3,15,10/1/2018,0.28,3,0
Cozy room on Upper West Side,11297009,Lex,Manhattan,Upper West Side,40.78785,-73.97717,Private room,59,1,15,9/4/2017,0.29,4,330
Quaint and cozy sun-filled room,1189622,Janira,Queens,Ridgewood,40.69804,-73.90683,Private room,40,4,15,11/14/2016,0.3,1,0
Chelsea Apartment - GREAT LOCATION!!!!,16427090,Frank,Manhattan,Chelsea,40.73933,-73.99879,Entire home/apt,229,3,2,11/1/2016,0.06,1,0
Ft Greene/Clinton Hill Jr 1 Bedroom,6177121,Casey,Brooklyn,Clinton Hill,40.69358,-73.96966,Entire home/apt,70,2,1,1/3/2016,0.02,1,0
Spacious East Harlem apartment with sunset views,27428173,Lisa E,Manhattan,East Harlem,40.799,-73.9428,Entire home/apt,190,7,2,7/6/2019,2,1,135
Charming 2BR Brownstone near subway,26134830,Isabel,Brooklyn,Bedford-Stuyvesant,40.68211,-73.92121,Entire home/apt,150,3,109,6/15/2019,2.1,1,343
"Charming Room in Luxe New Home, near C/3 Subways",17462748,Steven,Brooklyn,Crown Heights,40.67411,-73.93843,Private room,68,5,115,6/30/2019,2.2,5,149
Sunny Private Bedroom in Chelsea,11462251,Danielle,Manhattan,Chelsea,40.73885,-73.99701,Private room,109,2,2,9/21/2015,0.04,1,0
"Upper West SIDE,Washington bridge,Time Square 30'",2730883,Seb,Manhattan,Washington Heights,40.85341,-73.93181,Entire home/apt,37,30,3,12/26/2017,0.06,2,82
Unique NYC Loft - Guest Room,3868692,Lucas,Manhattan,Financial District,40.70457,-74.00952,Private room,124,1,107,7/7/2019,3.21,2,62
Bright & Spacious Apt in Prime Brooklyn,11414889,Ben,Brooklyn,Prospect Heights,40.67986,-73.97027,Entire home/apt,190,2,9,6/10/2018,0.25,1,0
CLEAN AND STYLISH EAST VILLAGE PAD,16155254,Lina,Manhattan,East Village,40.72956,-73.98166,Entire home/apt,160,1,210,6/23/2019,3.93,4,265
Newly renovated 1BR+ in Park Slope,1763862,Jing,Brooklyn,South Slope,40.66485,-73.98543,Entire home/apt,160,1,111,6/22/2019,2.23,1,253
Spacious & Bright Apt in Park Slope,9846230,Celine,Brooklyn,Park Slope,40.6774,-73.98247,Entire home/apt,145,5,0,,,1,0
"Cute & Cozy Room in Greenpoint, BK",25854571,Bryn,Brooklyn,Greenpoint,40.72556,-73.94104,Private room,49,1,2,6/8/2016,0.05,1,0
Sunny 2BR Flex w/CityView From Bed!,7503643,Vida,Brooklyn,Greenpoint,40.72738,-73.94077,Entire home/apt,159,30,9,3/31/2019,0.21,52,362
"Newly Renovated Flat, McKibbin Loft",5663328,Scott,Brooklyn,Williamsburg,40.70429,-73.93793,Private room,75,14,0,,,1,0
Serene West Village Sun-flooded apt,27502743,John,Manhattan,West Village,40.73183,-74.00649,Entire home/apt,175,90,0,,,1,89
Spacious Room in Uptown Manhattan,7989115,Nikki,Manhattan,Washington Heights,40.83299,-73.94527,Private room,150,2,8,6/23/2018,0.16,1,364
Private room near Columbia,24528234,Hua,Manhattan,Harlem,40.80446,-73.95786,Private room,65,1,8,11/27/2015,0.18,1,0
"A room in private house,",22420999,Herman,Queens,Richmond Hill,40.69509,-73.83203,Private room,50,2,20,11/2/2018,0.47,5,347
"Large Sunny Room, Crown Heights, BK",1747467,Kristina,Brooklyn,Crown Heights,40.67464,-73.95735,Private room,52,1,0,,,1,0
Spacious Private West Village Studio,839021,Laura,Manhattan,West Village,40.73075,-74.00233,Entire home/apt,176,5,7,4/12/2018,0.21,1,8
Williamsburg Apt. S 2nd & Bedford,22761603,Dan,Brooklyn,Williamsburg,40.71425,-73.96054,Private room,90,1,1,3/17/2015,0.02,1,0
Sunny 2-bedroom in Clinton Hill ,936258,Kelsey,Brooklyn,Clinton Hill,40.68378,-73.96483,Entire home/apt,175,2,8,8/22/2016,0.15,1,0
Studio in North Manhattan ,27538684,Pat,Manhattan,Harlem,40.81186,-73.94019,Entire home/apt,125,6,2,8/25/2015,0.04,1,0
"5 Bedroom, 2 Bath, Steps to Train. FREE PARKING!",11137400,Eli,Brooklyn,Crown Heights,40.6686,-73.93037,Entire home/apt,249,3,193,6/5/2019,3.61,1,344
Beautiful 1BD/ NEW RENOVATIONS/ELEV,1475015,Mike,Manhattan,Upper West Side,40.76917,-73.98488,Entire home/apt,87,30,7,12/23/2018,0.18,52,365
Private Room in Fort Greene! (Baby Friendly),7389379,Nikki,Brooklyn,Fort Greene,40.68436,-73.9735,Private room,65,2,0,,,1,0
"Triplex 3 bedroom Private Apt, Deck, yard & pond!",8354345,Gennaro,Brooklyn,Gowanus,40.68095,-73.98901,Entire home/apt,495,2,95,6/17/2019,1.94,1,285
"Modern Williamsburg Apt. Comfort, style, ease!",3865502,Roy,Brooklyn,Williamsburg,40.71323,-73.95852,Entire home/apt,120,30,21,3/30/2019,0.4,1,219
Beautiful Design studio next to Central Park!,27315132,Stratos,Manhattan,East Harlem,40.78866,-73.95461,Entire home/apt,110,6,25,7/22/2018,0.49,1,161
Charming 1-BR in Gramercy,5734689,Eunice,Manhattan,Gramercy,40.73627,-73.9802,Entire home/apt,159,2,13,6/16/2019,0.25,1,10
Beautiful bright renovated 2BR w Balcony-sleeps 5!,588270,Dikla,Brooklyn,DUMBO,40.7043,-73.98667,Entire home/apt,189,2,177,6/9/2019,3.33,2,235
"Large Room, Private Entrance",27591905,Gene,Brooklyn,Bedford-Stuyvesant,40.68076,-73.91673,Private room,58,2,0,,,1,0
Eclectic Loft Room 20 min-Union Sq!,1884659,Brett,Brooklyn,Bushwick,40.70745,-73.92255,Private room,59,1,12,3/16/2019,0.23,2,358
The Long Hallway,7363727,Tanmaya,Brooklyn,Crown Heights,40.67784,-73.94995,Private room,51,7,0,,,1,0
Convenient & Updated- prime East Village location!,11576606,Katie,Manhattan,East Village,40.72259,-73.98502,Entire home/apt,199,3,1,10/2/2016,0.03,1,0
Private Bedroom Private Bathroom,322716,Alex,Brooklyn,Crown Heights,40.67209,-73.94899,Private room,52,12,1,3/6/2015,0.02,5,89
One Bedroom Apartment in Chelsea,5074654,Seth,Manhattan,Chelsea,40.74326,-74.00004,Entire home/apt,199,2,98,6/26/2019,1.88,2,33
Great East Village bedroom NYC,7877557,Guy,Manhattan,East Village,40.72825,-73.98879,Private room,100,2,0,,,1,0
"Sun filled room- Manhattan, steps to Express train",12213641,Joshua,Manhattan,East Harlem,40.80249,-73.93463,Private room,54,1,46,6/30/2019,0.91,2,14
"Beautiful, Sunny, by Park, with Private Entrance",117949,Ariel,Brooklyn,Greenpoint,40.72722,-73.94209,Private room,49,3,59,6/8/2019,1.12,1,99
"Soho loft, Private bed & bath w/ luxury amenities",14794302,Vanessa,Manhattan,SoHo,40.72578,-73.99998,Private room,250,1,10,4/11/2019,0.26,1,364
Spacious room in Park Slope,27240422,Hardik,Brooklyn,Park Slope,40.67487,-73.98459,Private room,45,1,2,7/9/2015,0.04,1,0
çº½çº¦ä¹‹å®¶(Sunnyhome7),27673980,Amy,Queens,Flushing,40.74569,-73.83299,Private room,50,1,214,6/24/2019,4.08,8,56
Modern Doorman Apt with Great Views,17502474,Sylvia,Brooklyn,Fort Greene,40.68894,-73.9803,Entire home/apt,600,1,0,,,1,0
Quiet Midtown Oasis - Sutton Place,27589508,James,Manhattan,Midtown,40.75624,-73.96417,Entire home/apt,200,2,84,6/25/2019,2.21,1,272
Cozy room 15 min from Manhattan,27698133,Jakub,Queens,Woodside,40.74705,-73.89564,Private room,38,5,13,12/18/2018,0.25,1,0
Historic Landmark Neighborhood,27700855,Peter,Brooklyn,Brooklyn Heights,40.69165,-73.99764,Entire home/apt,300,2,62,6/30/2019,1.19,1,274
Huge Sunny Room With En Suite,4731044,Becky,Brooklyn,Bedford-Stuyvesant,40.694,-73.93472,Private room,50,14,0,,,1,0
Beautiful room close to Manhattan,7451917,Fe,Brooklyn,Bay Ridge,40.63304,-74.02811,Private room,55,15,7,12/13/2018,0.13,2,317
Housing for SGU/AUA/SABA/ROSS students,27741331,Lyn,Brooklyn,East Flatbush,40.65777,-73.92263,Private room,27,30,9,3/23/2019,0.18,2,345
Unique loft space in the middle of Manhattan!,5740424,Maria,Manhattan,Midtown,40.75045,-73.98456,Entire home/apt,200,6,1,12/30/2016,0.03,1,0
Fabulous studio UES 30 days min,23772724,Elem,Manhattan,Upper East Side,40.77528,-73.95238,Entire home/apt,99,30,13,3/24/2019,0.3,15,323
Charming Studio close to everything,16548665,Britta,Brooklyn,Bedford-Stuyvesant,40.69365,-73.95841,Entire home/apt,80,5,5,1/5/2016,0.09,1,0
Beautiful private suite-like 2FL apt. West Village,9350960,Victoria,Manhattan,West Village,40.73433,-74.00588,Entire home/apt,250,2,168,6/23/2019,4.39,1,222
Top Floor Brooklyn Apartment,27748965,Cecilia And Bryan,Brooklyn,Flatbush,40.6549,-73.95432,Entire home/apt,95,3,0,,,1,0
Private Room Inwood Park Top of Manhattan,19931875,Luz & Ruben,Manhattan,Inwood,40.87206,-73.92946,Private room,59,4,13,8/18/2018,0.28,3,157
Spacious airy room perfect for two!,13649613,"Rossy,  Carmen And Juan",Bronx,University Heights,40.85535,-73.91388,Private room,57,2,106,6/20/2019,2.02,4,82
New BLDG~Balcony~W/D~Prime location,2119276,Host,Manhattan,Hell's Kitchen,40.76685,-73.98644,Entire home/apt,170,30,20,5/9/2019,0.43,39,320
"Comfy Room, Close to the Train! ",27782348,Morgan,Brooklyn,Bushwick,40.6983,-73.92607,Private room,50,1,1,3/10/2015,0.02,1,0
Beautiful Washington Heights room,27790643,Carl,Manhattan,Washington Heights,40.84522,-73.93952,Private room,49,1,1,3/23/2015,0.02,1,0
"1BR bright studio w/ priv bathroom, own entrance!",1290741,Kelvin,Brooklyn,Williamsburg,40.71539,-73.95426,Private room,65,4,2,11/20/2018,0.04,1,0
Columbia U/Harlem Townhouse Duplex,27796188,John,Manhattan,Harlem,40.80917,-73.95405,Entire home/apt,250,3,104,6/11/2019,2.07,2,266
Stylish 1br in Brooklyn Heights,9787502,Shehzad,Brooklyn,Brooklyn Heights,40.69482,-73.99222,Entire home/apt,200,4,24,7/1/2017,0.45,1,0
Brand new apt close to Central Park,13483550,Eleanor,Manhattan,East Harlem,40.79312,-73.94115,Entire home/apt,110,2,10,8/15/2016,0.19,1,0
2br Duplex w/Roof Deck Close to Empire State Build,17982486,Cheri,Manhattan,Kips Bay,40.74205,-73.97997,Entire home/apt,250,30,13,4/30/2018,0.25,1,274
Sunny Park Slope Bedroom,3201774,Ashley,Brooklyn,South Slope,40.66305,-73.9886,Private room,73,1,199,7/2/2019,4.15,2,142
1 Private Bedroom w/ private bath,27807705,Isoke,Brooklyn,Bedford-Stuyvesant,40.68767,-73.94147,Private room,70,1,0,,,1,0
